school_id,school_name,district,block,total_enrolled,has_electricity,has_drinking_water,has_separate_girls_toilet,has_boys_toilet,mdm_served_status,mdm_grain_procured_kg,mdm_grain_unit_raw,avg_student_attendance_pct,avg_test_score,reported_dropout_rate_pct,mdm_grain_procured_raw,proxy_attendance_flag,infrastructure_score,welfare_efficacy_index,retention_risk_level,priority_action
SCH-1286,Model Primary School 286,Central Zila,Block Delta,441,False,False,False,False,True,3110.0,ton,65.8,42.7,5.5,3.11,False,0.0,49.7,HIGH,District Officer Advisory
SCH-1287,Sarvodaya Kanya School 287,Lake Plateau,Block Alpha,315,False,False,True,True,False,1780.1,kg,53.4,26.4,2.6,1780.1,False,40.0,32.0,HIGH,District Officer Advisory
SCH-1288,Model Primary School 288,South Hill,Block Epsilon,120,False,True,True,True,False,1904.9,kg,63.9,80.3,20.8,1904.9,False,70.0,47.2,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1289,Govt High School 289,South Hill,Block Delta,701,False,False,True,True,False,670.0,ton,73.5,57.2,5.9,0.67,False,40.0,38.0,HIGH,District Officer Advisory
SCH-1290,Zila Parishad School 290,Central Zila,Block Epsilon,150,True,False,False,True,True,870.0,quintals,88.4,34.4,4.1,8.7,False,45.0,74.5,HIGH,District Officer Advisory
SCH-1291,Sarvodaya Kanya School 291,Central Zila,Block Alpha,624,True,True,True,False,True,3176.5,kg,71.1,84.1,19.5,3176.5,False,85.0,85.3,HIGH,District Officer Advisory
SCH-1292,Zila Parishad School 292,East Coast,Block Alpha,622,False,True,False,False,False,2860.0,ton,91.0,51.8,8.2,2.86,False,30.0,39.3,HIGH,District Officer Advisory
SCH-1293,Govt High School 293,East Coast,Block Epsilon,636,False,False,True,True,True,2805.1,kg,73.2,25.5,18.8,2805.1,False,40.0,68.0,HIGH,District Officer Advisory
SCH-1294,Adarsh Vidyalaya 294,West Plain,Block Gamma,189,True,False,True,False,False,3020.0,qtl,64.9,67.9,21.5,30.2,False,55.0,41.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1295,Sarvodaya Kanya School 295,West Plain,Block Beta,459,True,True,False,False,False,1340.0,ton,80.1,66.5,21.3,1.34,False,60.0,48.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1296,Model Primary School 296,North Valley,Block Beta,600,False,False,True,False,True,2532.4,kg,51.0,30.7,5.4,2532.4,False,25.0,55.3,HIGH,District Officer Advisory
SCH-1297,Zila Parishad School 297,North Valley,Block Alpha,349,True,False,True,False,True,1468.3,kg,95.2,69.8,17.3,1468.3,False,55.0,80.6,HIGH,District Officer Advisory
SCH-1298,Model Primary School 298,Lake Plateau,Block Delta,529,True,True,True,True,False,310.9,kg,74.4,35.7,2.5,310.9,False,100.0,62.3,LOW,Routine Maintenance
SCH-1299,Govt High School 299,South Hill,Block Alpha,362,False,False,True,False,False,860.0,ton,42.8,59.6,20.7,0.86,False,25.0,22.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1300,Sarvodaya Kanya School 300,East Coast,Block Gamma,363,True,False,True,False,False,220.0,ton,51.5,56.7,10.5,0.22,False,55.0,37.4,HIGH,District Officer Advisory
SCH-1301,Sarvodaya Kanya School 301,East Coast,Block Epsilon,668,False,True,False,False,False,2740.9,kilograms,100.0,12.5,26.0,2740.9,True,30.0,42.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1302,Govt High School 302,East Coast,Block Alpha,471,True,True,True,True,True,1240.0,quintal,94.0,77.4,8.1,12.4,False,100.0,98.2,MEDIUM,Standard Monitoring
SCH-1303,Adarsh Vidyalaya 303,North Valley,Block Epsilon,262,False,False,False,True,False,800.0,qtl,82.3,71.4,7.7,8.0,False,15.0,30.7,HIGH,District Officer Advisory
SCH-1304,Adarsh Vidyalaya 304,South Hill,Block Beta,287,True,False,False,True,True,3240.0,quintals,78.5,73.1,15.8,32.4,False,45.0,71.6,HIGH,District Officer Advisory
SCH-1305,Zila Parishad School 305,East Coast,Block Epsilon,402,False,False,False,False,True,3220.0,quintal,57.1,28.4,22.7,32.2,False,0.0,47.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1306,Sarvodaya Kanya School 306,North Valley,Block Epsilon,435,False,True,True,False,True,1910.1,kg,59.0,67.5,11.6,1910.1,False,55.0,69.7,HIGH,District Officer Advisory
SCH-1307,Adarsh Vidyalaya 307,Central Zila,Block Gamma,271,True,False,True,False,False,1330.0,ton,51.9,72.4,11.2,1.33,False,55.0,37.6,HIGH,District Officer Advisory
SCH-1308,Zila Parishad School 308,South Hill,Block Epsilon,214,False,True,True,True,True,2850.0,qtl,72.0,75.4,21.1,28.5,False,70.0,79.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1309,Govt High School 309,South Hill,Block Delta,591,True,True,True,True,True,2790.0,qtl,58.2,50.1,19.8,27.9,False,100.0,87.5,HIGH,District Officer Advisory
SCH-1310,Adarsh Vidyalaya 310,West Plain,Block Alpha,540,True,False,False,False,False,2040.0,ton,85.7,47.1,19.5,2.04,False,30.0,37.7,HIGH,District Officer Advisory
SCH-1311,Sarvodaya Kanya School 311,Central Zila,Block Epsilon,258,False,False,False,True,True,2756.7,kilograms,66.1,63.7,13.8,2756.7,False,15.0,55.8,HIGH,District Officer Advisory
SCH-1312,Model Primary School 312,Lake Plateau,Block Gamma,511,True,False,False,False,True,730.0,quintals,54.3,41.9,18.6,7.3,False,30.0,58.3,HIGH,District Officer Advisory
SCH-1313,Zila Parishad School 313,East Coast,Block Epsilon,613,False,False,True,True,True,2601.6,kg,77.7,30.0,5.9,2601.6,False,40.0,69.3,HIGH,District Officer Advisory
SCH-1314,Govt High School 314,West Plain,Block Epsilon,135,True,False,True,True,True,2240.0,qtl,46.6,39.4,21.0,22.4,False,70.0,72.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1315,Model Primary School 315,South Hill,Block Epsilon,254,True,True,True,False,False,1770.0,quintal,94.6,53.0,27.2,17.7,False,85.0,62.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1316,Model Primary School 316,Central Zila,Block Epsilon,547,True,True,True,False,False,2310.0,ton,70.8,39.3,3.9,2.31,False,85.0,55.2,LOW,Routine Maintenance
SCH-1317,Zila Parishad School 317,East Coast,Block Beta,390,True,True,True,True,False,1750.0,qtl,42.4,55.1,1.7,17.5,False,100.0,52.7,HIGH,District Officer Advisory
SCH-1318,Adarsh Vidyalaya 318,Central Zila,Block Beta,87,True,False,True,False,True,1502.7,kilograms,50.8,48.8,8.5,1502.7,False,55.0,67.2,HIGH,District Officer Advisory
SCH-1319,Model Primary School 319,Central Zila,Block Epsilon,358,False,True,True,True,False,820.4,kilograms,45.7,32.0,13.6,820.4,False,70.0,41.7,HIGH,District Officer Advisory
SCH-1320,Sarvodaya Kanya School 320,West Plain,Block Beta,408,True,True,True,True,True,3408.7,kg,57.2,52.6,1.7,3408.7,False,100.0,87.2,HIGH,District Officer Advisory
SCH-1321,Govt High School 321,West Plain,Block Beta,430,False,False,False,False,False,2811.7,kg,59.8,28.5,22.1,2811.7,False,0.0,17.9,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1322,Zila Parishad School 322,South Hill,Block Beta,336,False,True,True,True,True,2745.0,kilograms,66.0,54.0,21.9,2745.0,False,70.0,77.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1323,Model Primary School 323,West Plain,Block Delta,399,False,True,True,True,True,3293.5,kg,70.1,37.5,25.0,3293.5,False,70.0,79.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1324,Model Primary School 324,North Valley,Block Beta,728,False,False,True,True,False,590.0,ton,84.6,27.6,22.3,0.59,False,40.0,41.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1325,Sarvodaya Kanya School 325,South Hill,Block Gamma,171,True,True,False,True,True,1320.0,ton,94.0,47.4,5.6,1.32,False,75.0,88.2,LOW,Routine Maintenance
SCH-1326,Govt High School 326,South Hill,Block Delta,318,False,True,True,False,False,836.8,kg,79.2,81.6,14.4,836.8,False,55.0,45.8,HIGH,District Officer Advisory
SCH-1327,Adarsh Vidyalaya 327,Central Zila,Block Delta,274,False,True,True,False,False,1745.7,kg,88.9,35.1,15.6,1745.7,False,55.0,48.7,HIGH,District Officer Advisory
SCH-1328,Adarsh Vidyalaya 328,Central Zila,Block Gamma,544,True,True,True,False,True,3113.7,kg,75.5,45.2,3.2,3113.7,False,85.0,86.6,LOW,Routine Maintenance
SCH-1329,Zila Parishad School 329,South Hill,Block Epsilon,589,True,True,False,False,False,2315.0,kilograms,48.0,77.6,4.9,2315.0,False,60.0,38.4,HIGH,District Officer Advisory
SCH-1330,Model Primary School 330,North Valley,Block Delta,276,True,True,False,True,False,1816.7,kg,100.0,12.5,26.0,1816.7,True,75.0,60.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1331,Model Primary School 331,Lake Plateau,Block Delta,161,False,True,True,False,True,3296.2,kg,64.5,76.9,8.5,3296.2,False,55.0,71.4,HIGH,District Officer Advisory
SCH-1332,Govt High School 332,East Coast,Block Alpha,301,True,True,True,True,True,1470.0,ton,52.4,84.7,16.3,1.47,False,100.0,85.7,HIGH,District Officer Advisory
SCH-1333,Govt High School 333,Lake Plateau,Block Epsilon,446,True,False,True,True,False,750.0,quintals,51.7,35.0,28.0,7.5,False,70.0,43.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1334,Adarsh Vidyalaya 334,East Coast,Block Epsilon,412,False,False,True,False,True,2210.0,qtl,72.4,83.3,8.2,22.1,False,25.0,61.7,HIGH,District Officer Advisory
SCH-1335,Zila Parishad School 335,West Plain,Block Alpha,115,False,False,True,True,True,220.0,qtl,95.2,73.6,26.5,2.2,False,40.0,74.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1336,Sarvodaya Kanya School 336,Central Zila,Block Epsilon,664,False,True,True,True,False,720.0,qtl,56.3,41.1,9.5,7.2,False,70.0,44.9,HIGH,District Officer Advisory
SCH-1337,Sarvodaya Kanya School 337,South Hill,Block Alpha,412,False,True,False,True,True,2900.0,ton,47.0,75.9,11.6,2.9,False,45.0,62.1,HIGH,District Officer Advisory
SCH-1338,Adarsh Vidyalaya 338,East Coast,Block Delta,506,True,True,True,True,False,2290.0,quintals,76.1,58.0,10.0,22.9,False,100.0,62.8,MEDIUM,Standard Monitoring
SCH-1339,Adarsh Vidyalaya 339,Central Zila,Block Beta,236,True,True,True,False,False,2160.0,quintal,69.3,49.8,5.0,21.6,False,85.0,54.8,LOW,Routine Maintenance
SCH-1340,Sarvodaya Kanya School 340,Lake Plateau,Block Alpha,641,False,False,True,False,True,2753.6,kilograms,49.0,60.2,14.4,2753.6,False,25.0,54.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1341,Model Primary School 341,Central Zila,Block Epsilon,616,True,True,True,False,False,2460.0,qtl,73.1,51.1,11.2,24.6,False,85.0,55.9,MEDIUM,Standard Monitoring
SCH-1342,Adarsh Vidyalaya 342,Central Zila,Block Alpha,392,True,False,False,False,False,1653.5,kg,91.9,34.8,20.8,1653.5,False,30.0,39.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1343,Govt High School 343,South Hill,Block Epsilon,231,False,True,False,True,True,1690.0,qtl,43.2,37.8,15.4,16.9,False,45.0,61.0,HIGH,District Officer Advisory
SCH-1344,Zila Parishad School 344,Central Zila,Block Beta,98,False,False,True,True,False,760.0,qtl,100.0,12.5,26.0,7.6,True,40.0,46.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1345,Zila Parishad School 345,Lake Plateau,Block Gamma,448,True,True,False,True,False,3433.3,kg,69.5,55.5,17.3,3433.3,False,75.0,50.8,HIGH,District Officer Advisory
SCH-1346,Model Primary School 346,Central Zila,Block Delta,654,True,True,True,True,True,1300.0,qtl,63.2,47.2,18.1,13.0,False,100.0,89.0,HIGH,District Officer Advisory
SCH-1347,Sarvodaya Kanya School 347,East Coast,Block Alpha,720,False,False,True,True,False,700.6,kg,90.0,49.1,27.0,700.6,False,40.0,43.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1348,Model Primary School 348,West Plain,Block Beta,666,True,False,False,False,False,1989.4,kilograms,53.2,59.1,22.7,1989.4,False,30.0,28.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1349,Adarsh Vidyalaya 349,Lake Plateau,Block Epsilon,218,False,True,True,False,False,420.0,qtl,100.0,12.5,26.0,4.2,True,55.0,52.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1350,Adarsh Vidyalaya 350,West Plain,Block Delta,390,False,True,True,True,False,2771.1,kg,47.8,63.6,8.6,2771.1,False,70.0,42.3,HIGH,District Officer Advisory
SCH-1351,Model Primary School 351,Central Zila,Block Beta,316,True,True,False,True,True,1770.0,quintal,69.1,48.6,24.1,17.7,False,75.0,80.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1352,Model Primary School 352,South Hill,Block Beta,311,True,False,True,False,False,2649.8,kg,95.0,83.4,27.6,2649.8,True,55.0,50.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1353,Zila Parishad School 353,Lake Plateau,Block Gamma,548,True,False,False,True,False,2920.3,kg,80.9,61.0,15.7,2920.3,False,45.0,42.3,HIGH,District Officer Advisory
SCH-1354,Govt High School 354,Central Zila,Block Alpha,542,False,True,True,True,True,3446.6,kilograms,44.1,85.6,6.5,3446.6,False,70.0,71.2,HIGH,District Officer Advisory
SCH-1355,Adarsh Vidyalaya 355,East Coast,Block Delta,250,False,False,False,True,True,3180.0,ton,67.0,56.5,6.3,3.18,False,15.0,56.1,HIGH,District Officer Advisory
SCH-1356,Sarvodaya Kanya School 356,South Hill,Block Delta,503,False,False,True,True,False,3160.0,ton,90.0,45.4,18.7,3.16,False,40.0,43.0,HIGH,District Officer Advisory
SCH-1357,Model Primary School 357,Lake Plateau,Block Alpha,173,True,True,False,True,False,1930.0,quintals,62.7,84.8,11.5,19.3,False,75.0,48.8,HIGH,District Officer Advisory
SCH-1358,Model Primary School 358,East Coast,Block Epsilon,233,True,True,True,True,True,1216.6,kilograms,81.4,36.4,25.3,1216.6,False,100.0,94.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1359,Govt High School 359,Central Zila,Block Gamma,92,False,False,False,True,True,3110.0,ton,54.8,50.8,3.6,3.11,False,15.0,52.4,HIGH,District Officer Advisory
SCH-1360,Model Primary School 360,Central Zila,Block Gamma,714,True,True,True,True,True,381.7,kg,60.8,27.0,16.8,381.7,False,100.0,88.2,HIGH,District Officer Advisory
SCH-1361,Adarsh Vidyalaya 361,North Valley,Block Alpha,191,False,True,True,True,False,2380.0,ton,79.8,85.9,21.4,2.38,False,70.0,51.9,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1362,Govt High School 362,North Valley,Block Gamma,410,False,False,True,False,True,1170.0,quintals,49.3,58.2,15.4,11.7,False,25.0,54.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1363,Sarvodaya Kanya School 363,North Valley,Block Alpha,665,True,True,True,True,False,2472.6,kg,92.4,63.4,9.9,2472.6,False,100.0,67.7,MEDIUM,Standard Monitoring
SCH-1364,Sarvodaya Kanya School 364,East Coast,Block Beta,709,False,False,True,True,False,1825.3,kilograms,100.0,12.5,26.0,1825.3,True,40.0,46.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1365,Govt High School 365,Lake Plateau,Block Beta,710,False,False,True,False,False,2860.0,ton,53.5,41.0,3.3,2.86,False,25.0,26.0,HIGH,District Officer Advisory
SCH-1366,Sarvodaya Kanya School 366,East Coast,Block Alpha,196,True,False,False,False,True,2230.0,ton,43.6,46.3,19.3,2.23,False,30.0,55.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1367,Govt High School 367,Lake Plateau,Block Beta,573,True,True,False,True,False,2787.2,kilograms,64.4,43.9,20.7,2787.2,False,75.0,49.3,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1368,Sarvodaya Kanya School 368,North Valley,Block Beta,671,True,False,False,True,True,2970.0,qtl,60.3,35.5,17.6,29.7,False,45.0,66.1,HIGH,District Officer Advisory
SCH-1369,Govt High School 369,East Coast,Block Gamma,112,False,False,True,False,True,1690.0,qtl,93.3,32.1,22.3,16.9,False,25.0,68.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1370,Govt High School 370,West Plain,Block Epsilon,105,False,True,True,True,False,2617.1,kilograms,70.3,79.9,23.3,2617.1,False,70.0,49.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1371,Model Primary School 371,South Hill,Block Alpha,550,False,True,True,True,True,3280.0,qtl,79.0,54.4,2.7,32.8,False,70.0,81.7,MEDIUM,Standard Monitoring
SCH-1372,Adarsh Vidyalaya 372,North Valley,Block Epsilon,399,True,True,False,True,False,1110.0,qtl,100.0,12.5,26.0,11.1,True,75.0,60.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1373,Sarvodaya Kanya School 373,Central Zila,Block Epsilon,184,True,True,False,True,False,670.0,qtl,80.0,29.5,17.8,6.7,False,75.0,54.0,HIGH,District Officer Advisory
SCH-1374,Zila Parishad School 374,North Valley,Block Beta,109,False,True,True,True,False,480.0,quintals,63.2,64.7,19.8,4.8,False,70.0,47.0,HIGH,District Officer Advisory
SCH-1375,Adarsh Vidyalaya 375,East Coast,Block Gamma,282,True,True,True,True,False,630.0,ton,85.9,53.7,19.6,0.63,False,100.0,65.8,HIGH,District Officer Advisory
SCH-1376,Zila Parishad School 376,West Plain,Block Beta,309,True,False,False,False,False,2508.7,kg,77.9,53.6,2.3,2508.7,False,30.0,35.4,HIGH,District Officer Advisory
SCH-1377,Adarsh Vidyalaya 377,West Plain,Block Delta,254,False,False,False,False,True,540.0,ton,86.1,65.9,22.5,0.54,False,0.0,55.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1378,Zila Parishad School 378,Central Zila,Block Delta,324,False,True,True,True,False,418.0,kilograms,53.2,86.8,16.5,418.0,False,70.0,44.0,HIGH,District Officer Advisory
SCH-1379,Model Primary School 379,South Hill,Block Alpha,667,False,True,False,False,False,2030.0,qtl,86.4,29.4,4.4,20.3,False,30.0,37.9,HIGH,District Officer Advisory
SCH-1380,Zila Parishad School 380,East Coast,Block Delta,740,True,True,True,True,True,3180.0,ton,76.4,34.2,5.5,3.18,False,100.0,92.9,LOW,Routine Maintenance
SCH-1381,Zila Parishad School 381,Central Zila,Block Epsilon,537,True,True,True,False,False,2820.0,ton,78.7,70.2,25.8,2.82,False,85.0,57.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1382,Sarvodaya Kanya School 382,North Valley,Block Epsilon,602,False,True,False,True,False,3390.0,ton,100.0,12.5,26.0,3.39,True,45.0,48.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1383,Zila Parishad School 383,Lake Plateau,Block Epsilon,483,True,False,True,False,False,1636.1,kilograms,53.4,60.0,23.8,1636.1,False,55.0,38.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1384,Zila Parishad School 384,South Hill,Block Gamma,208,True,True,True,True,True,2580.4,kg,68.3,30.3,18.5,2580.4,False,100.0,90.5,HIGH,District Officer Advisory
SCH-1385,Zila Parishad School 385,Lake Plateau,Block Epsilon,515,False,True,False,True,False,2910.0,ton,62.8,25.5,14.7,2.91,False,45.0,36.8,HIGH,District Officer Advisory
SCH-1386,Sarvodaya Kanya School 386,East Coast,Block Delta,639,False,False,True,True,False,2526.1,kilograms,48.1,34.0,20.9,2526.1,False,40.0,30.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1387,Adarsh Vidyalaya 387,West Plain,Block Epsilon,160,True,False,True,True,False,2647.6,kg,93.9,64.9,22.6,2647.6,False,70.0,56.2,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1388,Govt High School 388,East Coast,Block Epsilon,91,False,False,True,False,False,1294.0,kg,61.1,35.6,19.9,1294.0,False,25.0,28.3,HIGH,District Officer Advisory
SCH-1389,Adarsh Vidyalaya 389,Lake Plateau,Block Epsilon,346,True,True,False,False,True,370.0,ton,95.5,43.1,3.7,0.37,False,60.0,82.6,MEDIUM,Standard Monitoring
SCH-1390,Adarsh Vidyalaya 390,East Coast,Block Beta,710,False,False,False,True,True,2190.0,quintals,91.1,48.3,6.1,21.9,False,15.0,63.3,HIGH,District Officer Advisory
SCH-1391,Model Primary School 391,West Plain,Block Beta,620,True,False,True,True,False,710.0,quintal,68.8,40.0,13.2,7.1,False,70.0,48.6,HIGH,District Officer Advisory
SCH-1392,Model Primary School 392,Central Zila,Block Gamma,135,True,False,True,True,True,1515.9,kilograms,58.3,58.5,11.6,1515.9,False,70.0,75.5,HIGH,District Officer Advisory
SCH-1393,Zila Parishad School 393,East Coast,Block Beta,623,False,True,False,False,False,1241.8,kg,71.0,58.5,10.9,1241.8,False,30.0,33.3,HIGH,District Officer Advisory
SCH-1394,Sarvodaya Kanya School 394,Lake Plateau,Block Gamma,423,False,False,True,False,True,1490.0,ton,83.8,62.1,6.7,1.49,False,25.0,65.1,HIGH,District Officer Advisory
SCH-1395,Model Primary School 395,East Coast,Block Epsilon,90,True,True,True,True,False,1930.0,quintals,79.0,40.9,2.4,19.3,False,100.0,63.7,LOW,Routine Maintenance
SCH-1396,Govt High School 396,Central Zila,Block Beta,693,True,True,True,True,True,2200.0,quintal,62.3,75.6,6.4,22.0,False,100.0,88.7,HIGH,District Officer Advisory
SCH-1397,Model Primary School 397,East Coast,Block Gamma,558,True,True,True,False,False,1610.0,quintal,90.8,35.2,3.5,16.1,False,85.0,61.2,LOW,Routine Maintenance
SCH-1398,Zila Parishad School 398,West Plain,Block Gamma,141,False,False,True,False,True,3432.1,kilograms,52.8,31.8,15.8,3432.1,False,25.0,55.8,HIGH,District Officer Advisory
SCH-1399,Sarvodaya Kanya School 399,Lake Plateau,Block Alpha,532,True,False,True,True,True,2090.0,quintals,55.5,34.4,18.5,20.9,False,70.0,74.6,HIGH,District Officer Advisory
SCH-1400,Zila Parishad School 400,East Coast,Block Beta,417,False,False,True,True,False,1820.0,quintal,100.0,12.5,26.0,18.2,True,40.0,46.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1401,Zila Parishad School 401,North Valley,Block Epsilon,628,False,False,True,False,False,2290.0,quintals,93.8,58.7,27.0,22.9,False,25.0,38.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1402,Zila Parishad School 402,East Coast,Block Beta,260,True,True,False,True,True,2500.0,qtl,90.4,30.3,18.3,25.0,False,75.0,87.1,HIGH,District Officer Advisory
SCH-1403,Model Primary School 403,North Valley,Block Beta,105,True,False,True,False,False,2820.0,quintals,100.0,12.5,26.0,28.2,True,55.0,52.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1404,Adarsh Vidyalaya 404,North Valley,Block Gamma,123,False,True,True,True,False,1710.0,ton,100.0,12.5,26.0,1.71,True,70.0,58.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1405,Model Primary School 405,West Plain,Block Alpha,562,False,True,True,True,True,247.4,kg,76.2,31.1,17.7,247.4,False,70.0,80.9,HIGH,District Officer Advisory
SCH-1406,Govt High School 406,North Valley,Block Alpha,589,False,False,True,True,True,1313.2,kilograms,87.1,32.6,19.6,1313.2,False,40.0,72.1,HIGH,District Officer Advisory
SCH-1407,Adarsh Vidyalaya 407,South Hill,Block Alpha,687,True,False,True,True,False,2699.9,kg,51.1,40.3,16.9,2699.9,False,70.0,43.3,HIGH,District Officer Advisory
SCH-1408,Sarvodaya Kanya School 408,West Plain,Block Beta,96,False,True,True,True,True,2530.0,quintals,74.1,74.9,14.1,25.3,False,70.0,80.2,HIGH,District Officer Advisory
SCH-1409,Model Primary School 409,Lake Plateau,Block Gamma,615,False,False,True,True,False,324.1,kg,51.7,64.5,22.2,324.1,False,40.0,31.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1410,Govt High School 410,Central Zila,Block Beta,276,True,True,True,False,False,2710.0,quintal,71.1,66.5,8.8,27.1,False,85.0,55.3,MEDIUM,Standard Monitoring
SCH-1411,Model Primary School 411,Lake Plateau,Block Delta,589,True,True,True,True,True,1401.8,kg,53.3,81.1,13.5,1401.8,False,100.0,86.0,HIGH,District Officer Advisory
SCH-1412,Govt High School 412,Central Zila,Block Beta,241,True,False,True,True,True,2580.6,kg,74.0,67.6,10.1,2580.6,False,70.0,80.2,MEDIUM,Standard Monitoring
SCH-1413,Adarsh Vidyalaya 413,South Hill,Block Alpha,322,True,False,True,False,True,1750.0,quintals,68.2,83.5,13.6,17.5,False,55.0,72.5,HIGH,District Officer Advisory
SCH-1414,Model Primary School 414,West Plain,Block Beta,727,False,False,True,False,True,2480.0,quintals,45.2,78.7,13.7,24.8,False,25.0,53.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1415,Adarsh Vidyalaya 415,South Hill,Block Gamma,698,True,True,False,True,False,3020.0,ton,46.7,87.7,17.2,3.02,False,75.0,44.0,HIGH,District Officer Advisory
SCH-1416,Adarsh Vidyalaya 416,North Valley,Block Delta,332,True,False,False,False,True,3320.0,ton,91.3,27.8,27.8,3.32,False,30.0,69.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1417,Sarvodaya Kanya School 417,North Valley,Block Delta,623,False,False,True,True,False,993.7,kilograms,72.2,71.1,26.7,993.7,False,40.0,37.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1418,Adarsh Vidyalaya 418,South Hill,Block Alpha,96,False,True,False,True,True,3031.1,kilograms,82.4,53.7,22.0,3031.1,False,45.0,72.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1419,Zila Parishad School 419,South Hill,Block Gamma,721,False,True,True,True,True,1470.0,quintals,79.3,72.4,20.0,14.7,False,70.0,81.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1420,Sarvodaya Kanya School 420,South Hill,Block Alpha,715,False,True,True,True,True,3130.0,qtl,48.0,48.0,6.1,31.3,False,70.0,72.4,HIGH,District Officer Advisory
SCH-1421,Govt High School 421,Central Zila,Block Beta,221,False,True,True,True,True,2633.4,kilograms,82.6,72.4,21.7,2633.4,False,70.0,82.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1422,Adarsh Vidyalaya 422,Central Zila,Block Delta,363,True,True,False,False,False,1854.8,kilograms,86.8,77.0,25.3,1854.8,False,60.0,50.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1423,Adarsh Vidyalaya 423,Lake Plateau,Block Alpha,272,False,True,True,False,True,3360.0,qtl,46.2,34.3,5.5,33.6,False,55.0,65.9,HIGH,District Officer Advisory
SCH-1424,Govt High School 424,East Coast,Block Delta,634,True,False,False,False,False,2327.5,kg,57.7,79.9,7.7,2327.5,False,30.0,29.3,HIGH,District Officer Advisory
SCH-1425,Adarsh Vidyalaya 425,West Plain,Block Epsilon,431,True,True,False,False,False,2499.6,kg,87.5,33.3,22.4,2499.6,False,60.0,50.2,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1426,Adarsh Vidyalaya 426,South Hill,Block Delta,460,False,True,True,False,False,3355.5,kilograms,75.4,36.5,6.1,3355.5,False,55.0,44.6,MEDIUM,Standard Monitoring
SCH-1427,Model Primary School 427,South Hill,Block Beta,199,True,False,False,True,False,1420.0,qtl,53.1,86.6,5.4,14.2,False,45.0,33.9,HIGH,District Officer Advisory
